1	181400	181572
1	267940	268100
1	586120	586264
1	778660	778860
1	827500	827640
1	869800	869980
1	904680	904840
1	959240	959420
1	960460	960640
1	966940	967100
1	976129	976298
1	984268	984385
1	1000820	1000980
1	1001920	1002100
1	1013350	1013540
1	1019360	1019560
1	1019712	1019853
1	1033080	1033280
1	1040820	1041020
1	1059580	1059740
1	1063920	1064080
1	1064320	1064500
1	1069260	1069460
1	1091748	1091815
1	1116080	1116260
1	1116847	1116974
1	1122200	1122360
1	1137420	1137580
1	1144193	1144640
1	1157520	1157689
1	1201420	1201700
1	1206502	1206683
1	1231940	1232160
1	1250989	1251129
1	1273800	1274000
1	1290280	1290420
1	1291940	1292105
1	1305727	1305789
1	1308000	1308720
1	1324620	1324800
1	1337820	1337980
1	1344905	1345078
1	1349340	1349540
1	1349820	1349992
1	1372140	1372320
1	1375360	1375440
1	1399320	1399580
1	1407220	1407420
1	1433900	1434080
1	1435520	1435720
1	1440988	1441154
1	1471560	1471780
1	1505020	1505220
1	1505620	1505762
1	1511940	1512160
1	1540560	1540720
1	1574520	1574720
1	1574860	1575020
1	1599641	1599713
1	1615260	1615420
1	1615700	1615900
1	1628864	1628980
1	1629828	1630020
1	1630320	1630560
1	1659060	1659300
1	1659783	1659855
1	1665780	1665958
1	1677740	1678100
1	1678260	1678600
1	1678980	1679160
1	1692420	1692600
1	1692720	1692880
1	1693080	1693240
1	1724340	1724540
1	1745700	1745880
1	1746000	1746160
1	1746380	1746540
1	1778380	1778600
1	1778820	1779040
1	1780400	1780520
1	1876025	1876160
1	1889922	1890178
1	1890209	1890440
1	1891020	1891260
1	1891460	1891620
1	1891640	1891760
1	1906340	1906500
1	1909120	1909360
1	1919120	1919172
1	1919320	1919740
1	1944080	1944260
1	1954940	1955120
1	1959860	1960060
1	1960140	1960300
1	2003754	2003900
1	2019241	2019368
1	2044900	2045060
1	2046540	2046740
1	2050180	2050420
1	2091720	2091900
1	2133240	2133680
1	2189540	2189700
1	2194720	2194920
1	2195000	2195160
1	2195260	2195440
1	2199360	2199540
1	2199570	2199624
1	2204980	2205340
1	2227720	2227980
1	2259120	2259280
1	2290700	2290960
1	2300560	2300720
1	2301000	2301300
1	2311580	2311740
1	2315220	2315391
1	2381840	2382020
1	2391540	2391840
1	2412540	2412760
1	2414480	2414640
1	2467315	2467470
1	2468141	2468285
1	2526200	2526400
1	2526500	2526700
1	2526946	2527110
1	2546220	2546435
1	2546960	2547160
1	2548100	2548280
1	2548800	2549000
1	2555660	2555840
1	2555973	2556195
1	2556440	2556680
1	2577842	2577923
1	2578340	2578540
1	2585548	2585990
1	2586380	2586680
1	2611360	2611520
1	2642580	2642740
1	2642895	2643034
1	2643200	2643360
1	2786720	2786900
1	2801680	2801880
1	2822060	2822240
1	2840161	2840323
1	2840500	2840680
1	2922120	2922320
1	3012580	3012740
1	3284080	3284226
1	3313220	3313400
1	3320020	3320200
1	3424800	3424960
1	3453220	3453400
1	3482628	3482790
1	3483960	3484120
1	3491340	3491500
1	3518280	3518460
1	3531420	3531640
1	3565320	3565480
1	3611643	3611803
1	3619120	3619300
1	3624760	3625020
1	3650060	3650260
1	3695700	3695880
1	3724500	3724660
1	3747360	3747540
1	3772047	3772247
1	3772400	3772600
1	3796460	3796640
1	3857160	3857440
1	3900100	3900880
1	3901280	3901460
1	3907413	3907503
1	3910900	3911060
1	3992226	3992384
1	4426048	4426181
1	4585320	4585500
1	4652660	4652840
1	5001620	5001728
1	5286360	5286520
1	5423274	5423393
1	5448623	5448768
1	5481960	5482160
1	5509980	5510160
1	5514680	5514820
1	5637311	5637420
1	5745880	5746060
1	5847424	5847557
1	5893801	5893893
1	5975286	5975460
1	5992440	5992720
1	5993128	5993200
1	5993704	5993760
1	5994822	5995000
1	6026160	6026360
1	6026703	6027040
1	6027220	6027460
