1	16044	16410
1	17319	17632
1	133223	133572
1	134971	135251
1	136382	136956
1	137654	138127
1	138355	139622
1	186152	187279
1	1215273	1229363
1	1250650	1251262
1	1251511	1257929
1	1258435	1261613
1	1261710	1268819
1	1269571	1270581
1	1270945	1271350
1	1271503	1271840
1	1293035	1293457
1	1293650	1294719
1	1294902	1297179
1	1297687	1298446
1	1309990	1315637
1	1315862	1317015
1	1317560	1321536
1	1326423	1329379
1	1337914	1338732
1	1338855	1339639
1	1339792	1340873
1	1372714	1374715
1	1381453	1382048
1	1385156	1396138
1	1396792	1398306
1	1400663	1404108
1	1404571	1405979
1	1477812	1478593
1	1479562	1480432
1	1481852	1484111
1	1485269	1486545
1	1487614	1488641
1	1488755	1491718
1	1495438	1496480
1	1517847	1518947
1	1519900	1520899
1	1521386	1522051
1	1523364	1523949
1	1527249	1527949
1	1528180	1528839
1	1534370	1534856
1	1535249	1535853
1	1537657	1538113
1	1540829	1545340
1	1545844	1546846
1	1547069	1549052
1	1551536	1552787
1	1553848	1554428
1	1554640	1556459
1	1556626	1556965
1	1559902	1565212
1	1565311	1566031
1	1566176	1566519
1	1569940	1570243
1	1570376	1571190
1	1624953	1625971
1	1626691	1627672
1	1627760	1628860
1	1636274	1638919
1	1639067	1639983
1	1640095	1641711
1	1641961	1642280
1	1645772	1646164
1	1646308	1646952
1	1647177	1649826
1	1650832	1657381
1	1664606	1666986
1	1667480	1668359
1	1668456	1673007
1	1674801	1675473
1	1682374	1684152
1	1703560	1705234
1	1706007	1707104
1	1707231	1707603
1	1707860	1708149
1	1713511	1713793
1	1714400	1716719
1	1717083	1718097
1	1718194	1721701
1	1721798	1722408
1	1730611	1731289
1	1731423	1731869
1	1732272	1733485
1	1733568	1734130
1	1734229	1735626
1	1737711	1738263
1	1752127	1765435
1	1765535	1766353
1	1766655	1769645
1	1770353	1771011
1	1771252	1773665
1	1773874	1775109
1	1775336	1775689
1	1775793	1776707
1	1776860	1777320
1	1777832	1778309
1	1784654	1791077
1	1791247	1792318
1	1792754	1794461
1	1794688	1795697
1	1795899	1796373
1	1796510	1798886
1	1800888	1801313
1	1802857	1807360
1	1809287	1810052
1	1811208	1811875
1	1812400	1814770
1	1814879	1816400
1	1816802	1818121
1	1820979	1821431
1	1821608	1822064
1	1822467	1823120
1	1823665	1825830
1	1827194	1827932
1	1829231	1830016
1	1830504	1831546
1	1833405	1833823
1	1835043	1835901
1	1836476	1836773
1	1837359	1837994
1	1847424	1847910
1	1852078	1852886
1	1873136	1874451
1	1875742	1876797
1	2171849	2172928
1	2175903	2176253
1	2177402	2178871
1	2178976	2179723
1	2180337	2181183
1	2184257	2187115
1	2192574	2192875
1	2277614	2278215
1	2302834	2309557
1	2310122	2310716
1	10002571	10003262
1	10004156	10005356
1	10005595	10005968
1	10007332	10010475
1	10011515	10012173
1	10013191	10013577
1	10013699	10014313
1	10014567	10015043
1	10015631	10016232
1	10036286	10039004
1	10041482	10042615
1	10044125	10044902
1	10045102	10045684
1	10050672	10052005
1	10073055	10073698
1	10077123	10077792
1	10081685	10082279
1	10094675	10095318
1	10095409	10097002
1	10097403	10098108
1	10098304	10099268
1	10100507	10101416
1	10101669	10102255
1	10102507	10105077
1	10105233	10106031
1	10106162	10107089
1	10108035	10109447
1	10110617	10111810
1	10113349	10113930
1	10114242	10115109
1	10115598	10118727
1	10119050	10120837
1	10120976	10122816
1	10122956	10123356
1	10123580	10124556
1	10125322	10125766
1	10126004	10126433
1	10126921	10127159
1	10127248	10127586
1	10127676	10128085
1	10128175	10133916
1	10134027	10134587
1	10134675	10136443
1	10136527	10137894
1	10138180	10139359
1	10139789	10140137
1	10140489	10141711
1	10142148	10143963
1	10145059	10145460
1	10153077	10153421
1	10154968	10156169
1	10156313	10156809
1	10157020	10157780
1	10157857	10158997
1	10159081	10161960
1	10162061	10162537
1	10162643	10163716
1	10163833	10167427
1	10167601	10173400
1	10173508	10174430
1	10174577	10175311
1	10175761	10176383
1	10177009	10177550
1	10177810	10182170
1	10234981	10235768
1	10235921	10236643
1	10256263	10257295
1	10257392	10258005
1	10258149	10259161
1	10259937	10260838
1	10261446	10263256
1	10264599	10265021
1	10267142	10268534
1	10268619	10269454
1	10269557	10270916
1	10271342	10272709
1	10272863	10273649
1	10274924	10279683
1	10279822	10280206
1	10280304	10281202
1	10281425	10285544
1	10285654	10288660
1	10288793	10293057
1	10293440	10299034
1	10299208	10299732
1	10301122	10301982
1	10302337	10303090
1	10303232	10305120
1	10305206	10306272
1	10309119	10311083
1	10311505	10312271
1	10320063	10320561
1	10321678	10328023
1	10329110	10329668
1	10330546	10332493
1	10332847	10338987
1	10339065	10345181
1	10345276	10355261
1	10355963	10357799
1	10358811	10364129
1	10364219	10369858
1	10369969	10370526
1	10370795	10372615
1	10372879	10375777
1	10376013	10377493
1	10381214	10381852
1	10382175	10383056
1	10383816	10384667
1	10385089	10386201
1	10400884	10414926
1	10416469	10424494
1	10461286	10463991
1	10536439	10536791
1	10537123	10538179
1	10541031	10541993
1	10599081	10599477
1	10622918	10623915
1	10624158	10625048
1	10629592	10631757
1	10639339	10640185
1	10641023	10642249
1	10642542	10643448
1	10643971	10648536
1	10648631	10649251
1	10651443	10651927
1	10652136	10652512
1	10652706	10657826
1	10658128	10660659
1	10663223	10665691
1	10683658	10684031
1	11013602	11028414
1	11029700	11031131
1	11063910	11064513
1	11064975	11078234
1	11078522	11082017
1	11082192	11083474
1	11086980	11092972
1	11093057	11095184
1	11095289	11096392
1	11096549	11097283
1	11105542	11108669
1	11108801	11109919
1	11110137	11115017
1	11115095	11117602
1	11118700	11119397
1	11120098	11122419
1	11122567	11125954
1	11126101	11135292
1	11135434	11137071
1	11137291	11140861
1	11141176	11141557
1	11142097	11142819
1	11143028	11150550
1	11151948	11152311
1	11152450	11153449
1	11153552	11154002
1	11155059	11158083
1	11159059	11159580
1	11160982	11161693
1	11167457	11168052
1	11175942	11176741
1	11177700	11178526
1	11179030	11180736
1	11180838	11181292
1	11182349	11183153
1	11183830	11184707
1	11184851	11185192
1	11187386	11187873
1	11189322	11190615
1	11190774	11192588
1	11192806	11196884
1	11196981	11201575
1	11201756	11202469
1	11202573	11207367
1	11207613	11214562
1	11214643	11217247
1	11217332	11219203
1	11219361	11219838
1	11222378	11222695
1	11222870	11224004
1	11225446	11225879
1	11226001	11227272
1	11227349	11235920
1	11236175	11242456
1	11242537	11243737
1	11243841	11244179
1	11244394	11248575
1	11248849	11249269
1	11250838	11251564
1	11251691	11259788
1	11285316	11287657
1	11289687	11291284
1	11294470	11296124
1	11667245	11667805
1	11668535	11669901
1	11670077	11677901
1	11741991	11742262
1	11743802	11744737
1	11744814	11752816
1	11789032	11793307
1	11793516	11796927
1	11797615	11798014
1	11798388	11799581
1	11799765	11801782
1	11816093	11816797
1	11817007	11817838
1	11819185	11819750
1	11823563	11824080
1	11824160	11825175
1	11825792	11826935
1	11827052	11827347
1	11827548	11830662
1	11830932	11831466
1	11831701	11832912
1	11833179	11838751
1	11839283	11841769
1	11844451	11844996
1	11845822	11846186
1	11916400	11917340
1	11917602	11924187
1	11938135	11938800
1	11939703	11940651
1	11942281	11942936
1	11943359	11944203
1	11944298	11945585
1	11947919	11948637
1	11948984	11951516
1	11951734	11953718
1	11956435	11959128
1	11962404	11962945
1	11963188	11967367
1	11968006	11968515
1	11969122	11970023
1	11970288	11970939
1	11971349	11972110
1	11972224	11976019
1	11982078	11983036
1	11983212	11984622
1	11984733	11985128
1	11988506	11991666
1	11991973	11993659
1	11993864	12008062
1	12008168	12013680
1	12013830	12015202
1	12021660	12030565
1	12030789	12033088
1	12168360	12170810
1	12171211	12172248
1	12174656	12175184
1	12176609	12177718
1	12177804	12178755
1	12178951	12179646
1	12180890	12182860
1	12186084	12187063
1	12187378	12190444
